Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion,Unit_Price,Cost_Per_Item,Profit,Customer_ID,Basket_Size,Product_Category,Category,Sub_Category,Hour,Day,Month
1000000238,2023-04-25 09:57:00,leslie walsh,"deodorant,bbqsauce,trashcans",5,96.3,cash,miami,supermarket,False,senior citizen,spring,,19.26,11.43353893,39.13230537,675459,3,deodorant,personal care,deodorant,9,tuesday,2023-04
1000000239,2022-08-31 22:42:00,gabriel lucero,bread,10,46.3,mobile payment,chicago,warehouse club,False,student,summer,discount on selected items,4.63,2.098006734,25.31993266,180877,1,bread,grains & bakery,bread,22,wednesday,2022-08
1000000240,2022-11-21 07:58:00,connor moore,"syrup,tomatoes",9,57.15,cash,dallas,department store,False,retiree,summer,discount on selected items,6.35,4.331573603,18.16583757,302555,2,syrup,pantry & snacks,syrup,7,monday,2022-11
1000000241,2022-12-03 02:43:00,amy campbell,"shavingcream,laundrydetergent,bbqsauce,airfreshener",2,26.07,debit card,san francisco,supermarket,True,middle-aged,winter,,13.035,8.9443377,8.181324599,910596,4,shaving cream,personal care,shaving cream,2,saturday,2022-12
1000000242,2020-04-20 02:30:00,lee ramirez,"shrimp,orange,tomatoes,soda,deodorant",2,63.6,mobile payment,chicago,warehouse club,True,teenager,winter,,31.8,21.44780628,20.70438743,785050,5,shrimp,meat & seafood,shrimp,2,monday,2020-04
1000000243,2020-03-11 18:33:00,jaime parker,"sponges,chicken,syrup,cleaningspray,honey",8,40.37,mobile payment,dallas,department store,True,young adult,fall,,5.04625,2.578874002,19.73900798,970682,5,sponges,cleaning supplies,sponges,18,wednesday,2020-03
1000000244,2022-04-01 11:38:00,james bailey,"tomatoes,laundrydetergent",3,73.4,debit card,los angeles,supermarket,True,professional,winter,bogo (buy one get one),24.46666667,9.900118232,43.6996453,307413,2,tomatoes,vegetables,tomatoes,11,friday,2022-04
1000000245,2022-12-16 10:50:00,sara lee,"shavingcream,mustard",10,17.67,credit card,los angeles,specialty store,True,young adult,fall,,1.767,1.19890167,5.6809833,673095,2,shaving cream,personal care,shaving cream,10,friday,2022-12
1000000246,2021-10-27 14:16:00,joanne flores,"insectrepellent,shavingcream,shampoo,sponges",3,78.54,mobile payment,miami,department store,True,young adult,spring,bogo (buy one get one),26.18,13.8349583,37.0351251,622106,4,insect repellent,other,insect repellent,14,wednesday,2021-10
1000000247,2023-04-18 14:44:00,kevin cruz,"oliveoil,dishsoap,dishsoap",6,51.17,debit card,houston,specialty store,True,retiree,spring,discount on selected items,8.528333333,5.884519688,15.86288187,879988,3,olive oil,pantry & snacks,olive oil,14,tuesday,2023-04
1000000248,2020-11-24 20:47:00,dawn benson,"milk,tuna,honey,showergel",1,70.51,cash,miami,pharmacy,False,homemaker,summer,bogo (buy one get one),70.51,48.58745338,21.92254662,113722,4,milk,other,milk,20,tuesday,2020-11
1000000249,2021-04-16 11:55:00,ronald pacheco,extensioncords,10,59.67,cash,atlanta,specialty store,True,homemaker,fall,,5.967,3.913772226,20.53227774,255737,1,extension cords,household electronics,extension cords,11,friday,2021-04
1000000250,2024-01-24 03:46:00,tracey allen,"bread,deodorant,banana",8,37.95,credit card,seattle,supermarket,False,senior citizen,winter,,4.74375,2.31653758,19.41769936,894049,3,bread,grains & bakery,bread,3,wednesday,2024-01
1000000251,2021-01-03 09:31:00,tamara burke,"razors,coffee,vinegar,chips,chips",3,32.37,mobile payment,los angeles,pharmacy,False,student,winter,bogo (buy one get one),10.79,5.562561347,15.68231596,426894,5,razors,other,razors,9,sunday,2021-01
1000000252,2022-04-13 04:44:00,cheryl benson,"cleaningrags,pickles,shavingcream,mustard",9,13.02,debit card,san francisco,warehouse club,False,senior citizen,fall,,1.446666667,0.948059982,4.487460161,873353,4,cleaning rags,cleaning supplies,cleaning rags,4,wednesday,2022-04
1000000253,2020-12-19 02:54:00,taylor jimenez,cerealbars,7,7.48,mobile payment,seattle,specialty store,False,professional,spring,,1.068571429,0.529024711,3.77682702,719788,1,cereal bars,grains & bakery,cereal bars,2,saturday,2020-12
1000000254,2023-03-01 20:48:00,brenda greene,"trashbags,trashbags,pickles",5,52.41,cash,los angeles,department store,True,teenager,winter,,10.482,4.725786891,28.78106554,920377,3,trash bags,cleaning supplies,trash bags,20,wednesday,2023-03
1000000255,2021-08-25 11:41:00,mark johnson,shrimp,6,89.55,mobile payment,seattle,convenience store,True,student,fall,,14.925,8.463077653,38.77153408,329237,1,shrimp,meat & seafood,shrimp,11,wednesday,2021-08
1000000256,2022-02-20 22:41:00,kenneth williams,"milk,hairgel",3,31.45,debit card,boston,convenience store,True,retiree,fall,bogo (buy one get one),10.48333333,7.137540098,10.03737971,59836,2,milk,other,milk,22,sunday,2022-02
1000000257,2024-04-17 12:35:00,nicholas ellison,"toothpaste,soda,toothbrush",8,83.46,mobile payment,dallas,warehouse club,True,student,fall,bogo (buy one get one),10.4325,6.351399256,32.64880595,152092,3,toothpaste,personal care,toothpaste,12,wednesday,2024-04
1000000258,2023-03-03 15:39:00,felicia johnson,"trashcans,razors",5,78.95,credit card,atlanta,department store,True,middle-aged,fall,discount on selected items,15.79,9.016379763,33.86810119,224537,2,trash cans,cleaning equipment,trash cans,15,friday,2023-03
1000000259,2021-12-11 10:43:00,kelly adams,insectrepellent,7,46.35,credit card,seattle,warehouse club,True,retiree,fall,discount on selected items,6.621428571,2.841605592,26.45876085,723162,1,insect repellent,other,insect repellent,10,saturday,2021-12
1000000260,2022-05-09 08:59:00,richard hopkins,lawnmower,8,68.97,debit card,dallas,convenience store,False,middle-aged,winter,,8.62125,5.039139316,28.65688547,836829,1,lawn mower,garden tools,lawn mower,8,monday,2022-05
1000000261,2022-11-21 12:53:00,brenda brown,spinach,1,92.52,debit card,chicago,warehouse club,True,retiree,winter,discount on selected items,92.52,64.48793466,28.03206534,451278,1,spinach,vegetables,spinach,12,monday,2022-11
1000000262,2021-12-14 17:24:00,david henry,"insectrepellent,dishware,apple",7,12.66,credit card,los angeles,supermarket,True,teenager,summer,,1.808571429,0.799434156,7.06396091,853867,3,insect repellent,other,insect repellent,17,tuesday,2021-12
1000000263,2020-05-31 15:32:00,catherine rodriguez,"soap,dishsoap,chips,tea",4,35.47,credit card,new york,department store,True,student,summer,,8.8675,4.925886458,15.76645417,728612,4,soap,personal care,soap,15,sunday,2020-05
1000000264,2021-09-08 12:36:00,sean obrien,"gardenhose,milk,lawnmower",7,19.95,mobile payment,new york,supermarket,False,teenager,summer,,2.85,1.890153976,6.718922165,216475,3,garden hose,garden tools,garden hose,12,wednesday,2021-09
1000000265,2023-11-15 17:33:00,scott byrd,"lightbulbs,honey,bathtowels,cerealbars,rice",10,9.62,credit card,seattle,department store,False,homemaker,spring,,0.962,0.598585823,3.634141769,564789,5,light bulbs,household electronics,light bulbs,17,wednesday,2023-11
1000000266,2022-09-27 03:45:00,sheila carroll,"plantfertilizer,vacuumcleaner",9,32.72,mobile payment,houston,department store,True,teenager,fall,bogo (buy one get one),3.635555556,2.214434057,12.79009349,910078,2,plant fertilizer,garden tools,plant fertilizer,3,tuesday,2022-09
1000000267,2020-01-02 00:27:00,jason rodriguez,"insectrepellent,handsanitizer,honey,dishsoap,pickles",8,15.37,debit card,new york,department store,True,professional,fall,,1.92125,1.173394264,5.982845889,54201,5,insect repellent,other,insect repellent,0,thursday,2020-01
1000000268,2023-01-16 11:25:00,edward anderson,"cleaningspray,cerealbars",3,32.89,mobile payment,atlanta,supermarket,False,student,spring,discount on selected items,10.96333333,5.56769973,16.18690081,101131,2,cleaning spray,cleaning supplies,cleaning spray,11,monday,2023-01
1000000269,2020-11-22 01:11:00,benjamin barber,"mayonnaise,tissues,potatoes,salmon",10,41.46,debit card,dallas,pharmacy,False,retiree,fall,discount on selected items,4.146,2.023569536,21.22430464,163624,4,mayonnaise,condiments,mayonnaise,1,sunday,2020-11
1000000270,2023-11-19 08:21:00,lisa evans,"milk,banana",1,35.02,debit card,dallas,supermarket,False,homemaker,winter,bogo (buy one get one),35.02,22.5111483,12.5088517,549516,2,milk,other,milk,8,sunday,2023-11
1000000271,2022-12-17 17:26:00,tracey jackson,"syrup,spinach,ironingboard",7,49.32,credit card,los angeles,convenience store,True,senior citizen,summer,bogo (buy one get one),7.045714286,4.53063397,17.60556221,677158,3,syrup,pantry & snacks,syrup,17,saturday,2022-12
1000000272,2023-12-08 17:42:00,taylor daniels,"sponges,shrimp,soda",3,5.84,credit card,houston,convenience store,False,retiree,winter,,1.946666667,1.285036901,1.984889298,474785,3,sponges,cleaning supplies,sponges,17,friday,2023-12
1000000273,2023-11-09 07:56:00,dwayne herrera,"eggs,papertowels",6,35.12,mobile payment,los angeles,department store,True,teenager,spring,discount on selected items,5.853333333,3.944983744,11.45009754,442336,2,eggs,meat & seafood,eggs,7,thursday,2023-11
1000000274,2023-10-19 06:38:00,stephanie robinson,"toothpaste,bathtowels,carrots",8,49.02,credit card,seattle,supermarket,False,student,summer,discount on selected items,6.1275,3.390975165,21.89219868,210780,3,toothpaste,personal care,toothpaste,6,thursday,2023-10
1000000275,2022-07-23 06:10:00,caleb bailey,"insectrepellent,powerstrips,toothbrush,yogurt",1,96.66,cash,dallas,pharmacy,True,student,winter,,96.66,53.20696951,43.45303049,575166,4,insect repellent,other,insect repellent,6,saturday,2022-07
1000000276,2023-10-27 17:47:00,eric moore dds,"pancakemix,mop",2,63.83,cash,chicago,convenience store,True,young adult,spring,bogo (buy one get one),31.915,20.40927719,23.01144562,559390,2,pancake mix,grains & bakery,pancake mix,17,friday,2023-10
1000000277,2021-09-26 04:44:00,barbara griffin,"handsanitizer,mustard,toiletpaper,water",10,51.19,debit card,miami,supermarket,False,professional,fall,discount on selected items,5.119,3.045749608,20.73250392,275975,4,hand sanitizer,home & misc,hand sanitizer,4,sunday,2021-09
1000000278,2021-03-18 10:25:00,jennifer harrington dds,syrup,5,71.7,debit card,san francisco,pharmacy,False,professional,spring,bogo (buy one get one),14.34,8.755861506,27.92069247,339629,1,syrup,pantry & snacks,syrup,10,thursday,2021-03
1000000279,2021-03-25 23:26:00,bryce smith,"shavingcream,jam",9,9.39,credit card,los angeles,convenience store,True,homemaker,fall,,1.043333333,0.666416439,3.39225205,786522,2,shaving cream,personal care,shaving cream,23,thursday,2021-03
1000000280,2020-03-01 18:27:00,suzanne silva,"ketchup,handsanitizer,orange,vacuumcleaner",2,49.74,cash,atlanta,convenience store,True,homemaker,fall,discount on selected items,24.87,16.58832986,16.56334029,632501,4,ketchup,condiments,ketchup,18,sunday,2020-03
1000000281,2020-09-17 21:44:00,david prince,"dishware,soap",10,74.53,mobile payment,dallas,department store,False,student,summer,,7.453,3.736923371,37.16076629,359247,2,dishware,other,dishware,21,thursday,2020-09
1000000282,2021-01-10 16:28:00,dawn alvarado,"icecream,cereal,femininehygieneproducts,icecream,coffee",1,60.52,mobile payment,seattle,specialty store,True,middle-aged,fall,,60.52,31.02708409,29.49291591,687754,5,ice cream,dairy,ice cream,16,sunday,2021-01
1000000283,2020-05-27 05:12:00,susan lee,"pasta,toiletpaper,chips,lightbulbs,toiletpaper",4,42.33,credit card,seattle,pharmacy,False,teenager,winter,bogo (buy one get one),10.5825,4.531369164,24.20452335,671131,5,pasta,grains & bakery,pasta,5,wednesday,2020-05
1000000284,2022-10-21 13:17:00,pamela adams,"pancakemix,cereal",9,88.86,mobile payment,los angeles,pharmacy,False,senior citizen,winter,,9.873333333,5.662199111,37.900208,31808,2,pancake mix,grains & bakery,pancake mix,13,friday,2022-10
1000000285,2022-05-08 12:22:00,jessica shaffer,"cerealbars,cleaningrags,chips,handsanitizer,deodorant",9,51.18,debit card,miami,supermarket,True,professional,fall,discount on selected items,5.686666667,2.335984186,30.15614233,183930,5,cereal bars,grains & bakery,cereal bars,12,sunday,2022-05
1000000286,2023-05-30 06:57:00,mitchell johnson,"peanutbutter,vacuumcleaner,milk",2,38.71,mobile payment,new york,specialty store,True,student,winter,bogo (buy one get one),19.355,10.44549489,17.81901022,704739,3,peanut butter,pantry & snacks,peanut butter,6,tuesday,2023-05
1000000287,2023-01-02 21:20:00,robert ibarra,"shampoo,tuna,shavingcream,dustpan",1,19.4,mobile payment,boston,department store,True,homemaker,fall,discount on selected items,19.4,10.91819177,8.481808226,607286,4,shampoo,personal care,shampoo,21,monday,2023-01
1000000288,2021-07-15 13:56:00,mr. matthew wang,"trashbags,vinegar,banana,pickles,ketchup",6,10.92,credit card,new york,convenience store,False,professional,spring,bogo (buy one get one),1.82,0.884451524,5.613290858,762542,5,trash bags,cleaning supplies,trash bags,13,thursday,2021-07
1000000289,2021-04-12 13:52:00,michele davis,"mop,soap",4,79.33,debit card,miami,specialty store,False,homemaker,fall,,19.8325,11.44831019,33.53675923,253478,2,mop,cleaning equipment,mop,13,monday,2021-04
1000000290,2020-05-31 23:16:00,karen jones,handsanitizer,1,62.37,mobile payment,atlanta,pharmacy,False,teenager,spring,,62.37,25.51869018,36.85130982,855237,1,hand sanitizer,home & misc,hand sanitizer,23,sunday,2020-05
1000000291,2023-05-29 05:46:00,kristi sanchez,lawnmower,10,49.86,mobile payment,san francisco,supermarket,False,professional,winter,discount on selected items,4.986,2.050265421,29.35734579,740212,1,lawn mower,garden tools,lawn mower,5,monday,2023-05
1000000292,2020-11-12 03:27:00,james aguilar,"cereal,honey,carrots,cheese,broom",5,74.16,cash,houston,specialty store,True,retiree,winter,bogo (buy one get one),14.832,9.593043455,26.19478273,757037,5,cereal,grains & bakery,cereal,3,thursday,2020-11
1000000293,2020-09-10 04:28:00,lawrence allison,"chips,cleaningspray,iron,carrots,shavingcream",4,20.89,credit card,chicago,department store,False,senior citizen,fall,,5.2225,2.653328687,10.27668525,280273,5,chips,pantry & snacks,chips,4,thursday,2020-09
1000000294,2021-05-08 11:46:00,benjamin nguyen,"iron,butter,showergel,broom",2,8.7,mobile payment,miami,convenience store,True,retiree,winter,,4.35,1.905813969,4.888372062,457239,4,iron,household electronics,iron,11,saturday,2021-05
1000000295,2020-03-15 10:32:00,gina gomez,"milk,extensioncords,mayonnaise,handsanitizer",4,85.09,credit card,dallas,pharmacy,False,young adult,fall,bogo (buy one get one),21.2725,11.84182592,37.7226963,299467,4,milk,other,milk,10,sunday,2020-03
1000000296,2022-03-12 19:42:00,gerald massey,"mop,ketchup,tomatoes,spinach",6,29.08,debit card,los angeles,convenience store,False,senior citizen,fall,discount on selected items,4.846666667,3.058237293,10.73057624,461527,4,mop,cleaning equipment,mop,19,saturday,2022-03
1000000297,2020-08-04 11:17:00,william willis,eggs,9,32.57,mobile payment,san francisco,specialty store,False,teenager,winter,bogo (buy one get one),3.618888889,1.681865251,17.43321274,350743,1,eggs,meat & seafood,eggs,11,tuesday,2020-08
1000000298,2022-02-10 10:43:00,tracy wu,"tea,cereal,honey,cleaningspray,ketchup",8,10.35,cash,boston,supermarket,True,senior citizen,winter,bogo (buy one get one),1.29375,0.759259366,4.275925073,92605,5,tea,beverages,tea,10,thursday,2022-02
1000000299,2024-03-23 04:55:00,michael wallace,"bathtowels,beef,tomatoes",7,38.49,credit card,atlanta,pharmacy,False,senior citizen,spring,bogo (buy one get one),5.498571429,2.340215311,22.10849282,771883,3,bath towels,home & misc,bath towels,4,saturday,2024-03
1000000300,2021-06-05 08:46:00,carolyn harris,"shampoo,tuna,oliveoil,peanutbutter,carrots",6,39.63,mobile payment,san francisco,convenience store,False,middle-aged,fall,bogo (buy one get one),6.605,2.74440733,23.16355602,813933,5,shampoo,personal care,shampoo,8,saturday,2021-06
1000000301,2023-07-15 23:55:00,michele davis,"bbqsauce,powerstrips",10,23.55,credit card,chicago,department store,True,senior citizen,spring,bogo (buy one get one),2.355,1.317402047,10.37597953,253478,2,bbq sauce,condiments,bbq sauce,23,saturday,2023-07
1000000302,2020-06-04 15:28:00,molly hernandez,"papertowels,shrimp,femininehygieneproducts,dishware",8,32.72,cash,chicago,pharmacy,False,student,summer,bogo (buy one get one),4.09,2.299359294,14.32512565,595264,4,paper towels,cleaning supplies,paper towels,15,thursday,2020-06
1000000303,2021-02-24 18:47:00,ashley knight,"beef,handsanitizer,mayonnaise,rice",3,67.55,debit card,san francisco,department store,False,student,winter,,22.51666667,13.31250565,27.61248305,831401,4,beef,meat & seafood,beef,18,wednesday,2021-02
1000000304,2022-12-17 17:38:00,jessica crawford,"toothbrush,handsanitizer",6,64.24,mobile payment,seattle,supermarket,False,student,winter,discount on selected items,10.70666667,6.614872031,24.55076782,568809,2,toothbrush,personal care,toothbrush,17,saturday,2022-12
1000000305,2022-02-13 04:42:00,yvette bailey,coffee,4,55.28,mobile payment,seattle,supermarket,True,young adult,fall,bogo (buy one get one),13.82,9.573882721,16.98446911,264719,1,coffee,beverages,coffee,4,sunday,2022-02
1000000306,2023-04-14 07:18:00,mary miller,toothpaste,9,79.37,debit card,los angeles,pharmacy,True,teenager,summer,bogo (buy one get one),8.818888889,4.893514177,35.32837241,871658,1,toothpaste,personal care,toothpaste,7,friday,2023-04
1000000307,2021-02-10 04:20:00,ashley turner,"banana,cannedsoup",1,87.95,debit card,miami,pharmacy,True,middle-aged,spring,discount on selected items,87.95,43.70120654,44.24879346,908507,2,banana,fruits,banana,4,wednesday,2021-02
1000000308,2023-06-22 21:28:00,dustin walker,"oliveoil,diapers",4,40.3,cash,los angeles,supermarket,False,professional,summer,discount on selected items,10.075,6.433450274,14.56619891,794392,2,olive oil,pantry & snacks,olive oil,21,thursday,2023-06
1000000309,2023-01-28 20:59:00,lynn hopkins,"shrimp,pancakemix",1,30.56,mobile payment,chicago,warehouse club,True,professional,summer,bogo (buy one get one),30.56,14.70699008,15.85300992,470722,2,shrimp,meat & seafood,shrimp,20,saturday,2023-01
1000000310,2022-08-18 08:02:00,taylor cole,"salmon,plantfertilizer,cleaningspray,apple",2,50.36,credit card,dallas,department store,True,student,winter,bogo (buy one get one),25.18,13.38799011,23.58401978,638012,4,salmon,meat & seafood,salmon,8,thursday,2022-08
1000000311,2020-01-07 01:35:00,jeffrey wilson,shavingcream,4,90.15,debit card,new york,department store,True,homemaker,fall,discount on selected items,22.5375,9.545463208,51.96814717,143215,1,shaving cream,personal care,shaving cream,1,tuesday,2020-01
1000000312,2020-12-02 18:12:00,christopher nichols,deodorant,1,42.33,debit card,atlanta,warehouse club,True,student,spring,bogo (buy one get one),42.33,17.25392909,25.07607091,941993,1,deodorant,personal care,deodorant,18,wednesday,2020-12
1000000313,2022-12-27 09:21:00,jacob washington,laundrydetergent,7,85.12,mobile payment,san francisco,supermarket,True,young adult,spring,bogo (buy one get one),12.16,8.375741417,26.48981008,95000,1,laundry detergent,cleaning supplies,laundry detergent,9,tuesday,2022-12
1000000314,2023-07-06 12:06:00,ann gamble,"tuna,chips,chicken,potatoes,dustpan",7,72.38,debit card,boston,pharmacy,False,professional,spring,,10.34,6.729210334,25.27552766,202422,5,tuna,meat & seafood,tuna,12,thursday,2023-07
1000000315,2024-03-01 18:10:00,michael ray,soap,4,57.72,credit card,miami,pharmacy,True,teenager,spring,bogo (buy one get one),14.43,8.784872338,22.58051065,869134,1,soap,personal care,soap,18,friday,2024-03
1000000316,2020-06-24 05:01:00,karen meyer,"soap,cheese,eggs,cleaningspray,ketchup",8,13.0,credit card,seattle,supermarket,False,middle-aged,fall,discount on selected items,1.625,0.84936456,6.205083517,148646,5,soap,personal care,soap,5,wednesday,2020-06
1000000317,2020-10-03 13:50:00,candice shelton,gardenhose,5,10.01,credit card,chicago,specialty store,False,homemaker,fall,,2.002,0.904880569,5.485597157,970309,1,garden hose,garden tools,garden hose,13,saturday,2020-10
1000000318,2023-02-02 02:05:00,cindy russell,"shampoo,salmon,soda",1,31.74,mobile payment,houston,supermarket,False,professional,spring,bogo (buy one get one),31.74,14.18559352,17.55440648,721290,3,shampoo,personal care,shampoo,2,thursday,2023-02
1000000319,2022-07-23 05:13:00,taylor brady,"vacuumcleaner,gardenhose,tea",8,49.45,debit card,boston,convenience store,True,senior citizen,fall,discount on selected items,6.18125,2.936544174,25.95764661,937730,3,vacuum cleaner,household electronics,vacuum cleaner,5,saturday,2022-07
1000000320,2021-01-27 05:09:00,paula turner,"soap,iron",7,49.92,mobile payment,san francisco,warehouse club,False,senior citizen,summer,discount on selected items,7.131428571,4.027602647,21.72678147,935291,2,soap,personal care,soap,5,wednesday,2021-01
1000000321,2024-01-09 11:41:00,jasmine vasquez,femininehygieneproducts,9,23.17,cash,houston,convenience store,False,student,spring,discount on selected items,2.574444444,1.581684029,8.934843741,931235,1,feminine hygiene products,personal care,feminine hygiene products,11,tuesday,2024-01
1000000322,2023-01-08 11:51:00,christopher johnson,"dishsoap,lawnmower",7,57.85,credit card,san francisco,pharmacy,True,young adult,winter,,8.264285714,4.94253221,23.25227453,489991,2,dish soap,cleaning supplies,dish soap,11,sunday,2023-01
1000000323,2021-04-17 20:11:00,christopher chandler,"bread,mop,ketchup,chicken,tuna",7,47.75,debit card,seattle,convenience store,False,retiree,winter,discount on selected items,6.821428571,3.301436153,24.63994693,591450,5,bread,grains & bakery,bread,20,saturday,2021-04
1000000324,2021-11-17 00:42:00,susan ball,"ketchup,gardenhose",3,79.65,cash,chicago,warehouse club,True,senior citizen,winter,,26.55,18.22550196,24.97349412,698690,2,ketchup,condiments,ketchup,0,wednesday,2021-11
1000000325,2021-11-11 02:24:00,bobby warner,lightbulbs,3,61.53,debit card,miami,warehouse club,True,teenager,winter,bogo (buy one get one),20.51,12.74427973,23.29716081,880712,1,light bulbs,household electronics,light bulbs,2,thursday,2021-11
1000000326,2020-07-01 00:49:00,victoria jenkins,"beef,yogurt,gardenhose",10,97.35,mobile payment,chicago,pharmacy,False,middle-aged,fall,bogo (buy one get one),9.735,5.51299101,42.2200899,961597,3,beef,meat & seafood,beef,0,wednesday,2020-07
1000000327,2021-04-19 22:13:00,tyler lara,dustpan,1,86.32,mobile payment,atlanta,pharmacy,True,senior citizen,fall,discount on selected items,86.32,50.36912044,35.95087956,256587,1,dustpan,cleaning equipment,dustpan,22,monday,2021-04
1000000328,2022-05-20 17:13:00,ronald chandler,"trashcans,shampoo,diapers,diapers",5,64.68,debit card,chicago,department store,True,homemaker,winter,,12.936,6.802783922,30.66608039,744714,4,trash cans,cleaning equipment,trash cans,17,friday,2022-05
1000000329,2022-10-10 04:25:00,xavier palmer,"onions,vinegar,cleaningrags,ketchup",7,93.03,debit card,atlanta,pharmacy,False,professional,summer,discount on selected items,13.29,6.303703455,48.90407581,250167,4,onions,vegetables,onions,4,monday,2022-10
1000000330,2020-02-05 13:58:00,lance sims,"mustard,shrimp,shampoo,femininehygieneproducts",4,64.91,cash,new york,convenience store,False,middle-aged,fall,discount on selected items,16.2275,8.223963993,32.01414403,920811,4,mustard,condiments,mustard,13,wednesday,2020-02
1000000331,2021-06-25 13:48:00,richard dean,"deodorant,papertowels",4,70.94,mobile payment,new york,department store,True,young adult,fall,discount on selected items,17.735,11.12612023,26.43551908,650574,2,deodorant,personal care,deodorant,13,friday,2021-06
1000000332,2024-01-01 08:46:00,corey scott,soap,4,70.4,mobile payment,dallas,pharmacy,False,middle-aged,summer,bogo (buy one get one),17.6,7.11599762,41.93600952,278149,1,soap,personal care,soap,8,monday,2024-01
1000000333,2021-03-02 10:44:00,timothy calderon,"showergel,pickles,salmon,extensioncords,lawnmower",6,91.65,debit card,houston,specialty store,False,teenager,fall,discount on selected items,15.275,6.641902875,51.79858275,390266,5,shower gel,personal care,shower gel,10,tuesday,2021-03
1000000334,2022-02-02 11:39:00,richard clark,"insectrepellent,cannedsoup,ironingboard,vinegar,peanutbutter",2,19.73,mobile payment,seattle,specialty store,False,retiree,summer,discount on selected items,9.865,4.082144819,11.56571036,390160,5,insect repellent,other,insect repellent,11,wednesday,2022-02
1000000335,2024-04-16 11:13:00,adrienne long,cannedsoup,2,21.44,debit card,boston,pharmacy,False,middle-aged,summer,bogo (buy one get one),10.72,4.418983828,12.60203234,26019,1,canned soup,pantry & snacks,canned soup,11,tuesday,2024-04
1000000336,2021-09-14 00:26:00,tanya murphy,"handsanitizer,icecream,tea",7,50.77,mobile payment,seattle,supermarket,False,student,winter,bogo (buy one get one),7.252857143,4.762502879,17.43247984,21598,3,hand sanitizer,home & misc,hand sanitizer,0,tuesday,2021-09
1000000337,2023-03-19 09:39:00,traci stevens,"mop,shrimp,shrimp,cleaningrags",4,42.82,debit card,houston,supermarket,True,retiree,winter,bogo (buy one get one),10.705,6.541797215,16.65281114,822198,4,mop,cleaning equipment,mop,9,sunday,2023-03
1000000338,2022-02-24 22:44:00,melissa freeman,"oliveoil,chips,apple,iron",9,28.77,debit card,chicago,warehouse club,True,homemaker,spring,,3.196666667,1.733399369,13.16940568,910135,4,olive oil,pantry & snacks,olive oil,22,thursday,2022-02
1000000339,2020-10-01 10:24:00,colleen mata,bathtowels,2,17.73,credit card,chicago,convenience store,False,professional,fall,bogo (buy one get one),8.865,3.80618995,10.1176201,337263,1,bath towels,home & misc,bath towels,10,thursday,2020-10
1000000340,2022-02-05 19:17:00,justin rodriguez,"ironingboard,pasta",1,28.8,mobile payment,dallas,supermarket,True,student,winter,,28.8,15.76756116,13.03243884,958034,2,ironing board,household electronics,ironing board,19,saturday,2022-02
1000000341,2024-03-07 20:33:00,daniel thomas,tuna,2,87.03,credit card,miami,department store,True,student,summer,discount on selected items,43.515,23.58693723,39.85612554,238073,1,tuna,meat & seafood,tuna,20,thursday,2024-03
1000000342,2020-04-30 08:47:00,susan martin,dishsoap,7,70.54,mobile payment,houston,convenience store,False,teenager,spring,,10.07714286,4.554471139,38.65870203,446882,1,dish soap,cleaning supplies,dish soap,8,thursday,2020-04
1000000343,2020-12-14 16:57:00,monica howard,"salmon,tea,yogurt",9,96.33,cash,san francisco,department store,False,senior citizen,summer,bogo (buy one get one),10.70333333,5.674430979,45.26012119,349990,3,salmon,meat & seafood,salmon,16,monday,2020-12
1000000344,2020-10-01 12:19:00,lauren perry,"mustard,vinegar,lightbulbs,cleaningspray",2,44.84,credit card,san francisco,pharmacy,True,senior citizen,fall,,22.42,11.64834284,21.54331431,676019,4,mustard,condiments,mustard,12,thursday,2020-10
1000000345,2021-07-31 00:30:00,cynthia peters,"bread,syrup,laundrydetergent",6,64.31,mobile payment,houston,department store,False,homemaker,winter,,10.71833333,6.267599324,26.70440406,551775,3,bread,grains & bakery,bread,0,saturday,2021-07
1000000346,2020-03-23 08:45:00,andrew shelton,mustard,2,84.74,debit card,miami,convenience store,True,teenager,fall,discount on selected items,42.37,25.0206754,34.69864921,261922,1,mustard,condiments,mustard,8,monday,2020-03
1000000347,2020-06-11 22:09:00,richard page,apple,3,49.65,mobile payment,atlanta,department store,False,student,winter,bogo (buy one get one),16.55,6.844934409,29.11519677,752864,1,apple,fruits,apple,22,thursday,2020-06
1000000348,2020-11-12 09:56:00,gregory george,"handsanitizer,honey,hairgel,femininehygieneproducts,honey",5,77.91,debit card,miami,department store,False,professional,spring,discount on selected items,15.582,7.983964128,37.99017936,704256,5,hand sanitizer,home & misc,hand sanitizer,9,thursday,2020-11
1000000349,2022-05-18 20:42:00,joe price,"extensioncords,milk,razors,lawnmower,milk",5,43.82,cash,boston,specialty store,True,homemaker,summer,bogo (buy one get one),8.764,5.15111089,18.06444555,845967,5,extension cords,household electronics,extension cords,20,wednesday,2022-05
1000000350,2024-03-05 14:03:00,marissa cisneros,"cerealbars,vacuumcleaner,coffee,onions,cleaningspray",7,85.19,credit card,miami,department store,True,student,summer,,12.17,6.70495048,38.25534664,42059,5,cereal bars,grains & bakery,cereal bars,14,tuesday,2024-03
